"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"3.99","144","7","144","914","13","15","29","11","168","28","85","155","[2015,2017,2013,2012,2008,2010,2014,2009,2011,2016]","50","[""djxnI8Ux8ZYQJhiOQkrRhA"",""8QKrhvVqhEkD8xo4E4s0GQ"",""XbgV6Gp1c0LEp312lUsEsw"",""jrMxBHW3SlUGVGYWvPsHWA"",""-h3OxE2YbWzFXVkBhYtJTw"",""LYOvyedhKD3eqs4dJrp6yQ"",""Ynu2Z2L8Wv2fbTwQ_8LFqQ"",""HFECrzYDpgbS5EmTBtj2zQ"",""Thc2zV-K-KLcvJn3fMPdqQ"",""2VOq1i2KHpVV5GLUAYfqSg"",""VFr6lODPXmakSm4BFebKww"",""H4BiIX0gU-Fc2S487g7z1Q"",""CIZGlEw-Bp0rmkP8M6yQ9Q"",""kY-UJ6lLAGCHATRm_4VAwQ"",""XaMwHlRaUfsSjBewVAbiQw"",""h2LtQ1s5X20d0yrdqUMJ0Q"",""gR7is-YzJRnRdQ0AhbiWHA"",""13f_vtUZEmlzweL91bmVng"",""veLWPGA-1MMtcRNDYWm-BA"",""DVnDB6C2m5xqEFnjfwCdDA"",""rCx7tb3toOJUsvdOeqYY0g"",""RL2fV7JSCkRJyFUUz1qqsw"",""yLW8OrR8Ns4X1oXJmkKYgg"",""vDzJZHf1uF63LoG0DFZn2w"",""TLpnu9BZNLTuB1ngxjnIpA"",""EQpFHqGT9Tk6YSwORTtwpg"",""BjtJ3VkMOxV2Lan037AFuw"",""Ry2eEdDFbB3jCd-puLq0bg"",""nAbwXrHgJx5BshmOcCRCZQ"",""HYQoxBC1y1DGPq6pGP09Tw"",""pypZb3V5TXHOnlTj-qLSrw"",""8dcsS-O6hWkwuY2rpfmJAQ"",""Qa2NoSc6DphQArihBgY9Gg"",""78c_llOEjlJ5lW35bL137w"",""Db80SCez0BdYaHdC0xmzoQ"",""vRjVhl3ONG2GfWY4NXJZbQ"",""7IV3JXTXufasWNSkDEdrcQ"",""3vWGyuIF-VdEGhUYb61Dhg"",""ACUVZ4SiN0gni7dzVDm9EQ"",""lf1m4CbheuUR7fFZoLGRvA"",""F_5_UNX-wrAFCXuAkBZRDw""]","52","Ken","1621","68","tlY0QMQDyfjQAEwHnzvFnw","2008-04-04"
"2.0","0","0","0","0","0","0","1","0","0","0","0","0","[]","0","[""7Azng3cgIeE0aMgkQeozDQ"",""Ac65t_uAbwwPJU0J5OIh-w"",""_xHa0tfQ-q5awROXR1g0ng"",""qNYaKyldkVhKhJQxb-dawA"",""itbNfkDBCbRyXw5fvMABjw"",""IK9Q8apsB89D6RRJSvKBQw"",""ulfcc19VpCNc4VaFlqoX8A"",""hjTBvotVzTPPt1xD38H0hA"",""YOzlwXDsRnj4aQ67Yjks0A"",""rTJqowuaCZUjh7kpb_sSqA"",""kJsMFBdQ_Do67u3lpvaujA"",""d7uoiS65niS5nCPcqiQHww"",""MdvN4vQJcG07ITQKf7Rqmg"",""bn3SDGgkdATKsspdWp8wCw"",""b3ciU4zRipSZs5EKpBiTSw""]","0","Katie","9","0","ZAEkJ_C-xZc5mzkI30BQXQ","2014-09-11"
"3.91","6","0","6","2","0","0","3","2","3","0","6","21","[2016,2015,2014,2017]","7","[""1pH-iLGpkkXiyK6NkgQYuA"",""4hCEJEZ8UhwS39qMMgDYtg"",""lSlSSwh20d1Ae9ea5AK8PA"",""hB6mwXQQLQ7x3gl52yyOgQ"",""iIlapFJx_ut5_jMtnRBYoQ"",""3uPAF2-YwiTUN5NvVH6pIQ"",""bjD97g6kHva_JAPrPbj9kQ"",""COF3FhGUWVm-XxHkI80ciA"",""k53u0YM8R5mfse9Tz2tNbw"",""MQwSyZ2MZ6N7rtAmphZCow"",""uY81WG09ymXqcnQAXNnSXg"",""SCo1UBoeN3bhRMkSYuiX1A"",""cxhbdR9vXUf_6HQM3fOiLw"",""NQ-ZbjNgcLuCchL2gY4rgA"",""6UU5vi0p2Tn2Jpto-OeY5Q"",""TYCkjEHPSJSnFb6m6GDluw"",""4ECIXWllFTxtJaj1cKOZWw"",""PcvbBOCOcs6_suRDH7TSTg"",""DK57YibC5ShBmqQl97CKog"",""Agp0Vq8LboOrlRypBZ8E5w"",""9gZ4pQHdK6v8xMLig6EEFA"",""moGb-FbMYTSHEqsbL0fQMg"",""EIj7osC_bYTkv4eyHHuvNQ"",""Olo_x4fV1sFBtlj6COf9Wg"",""r6Yler6AiBUPw04KHjepCw"",""3R_dB9VQ_D3WPJEw7pmorA"",""HmILc-lgVKZS7mWNdYCSJw"",""BpJygDyhzDf7Pw1Is_5zSA"",""r9tjKaqLvLKF7PvDnUsFnA"",""eGzjui7wU8YbGrC60T6lIw"",""eixojNH5Ye_-OsIup8bUqQ"",""mR0N5-ypFf2lFZn8SJ-cUw"",""bnBQtJjLk5xHG-qxLbAmYQ"",""wAYCEtAK0C1E4xV1y0njEg"",""cChtpHsp7g_IgISOb4Hcqg"",""WNQslJ0PszTNciOjYoF27Q"",""Gfxb_D1k8tueAoGn4cseoA"",""hCy4Kkyo4N0fFLMDpKjYyw"",""8-elsQ1aqXXoOBBB6hzFsw"",""XOk0Wx1X2qzK5GQq05Aaww"",""7PKQM6k_TMJyWhz5XD_05Q""]","13","Bonnie","162","93","KMQ-5KpTWIheGxlCOzowWQ","2011-05-05"
"4.07","166","3","166","55","0","9","103","29","165","2","68","60","[2017,2013,2014,2016,2015]","64","[""wSByVbwME4MzgkJaFyfvNg"",""8wQIoFapkegkC5fcVYg_Iw"",""VxRCdLqDjVzCd3RGauIgig"",""xywXoLnG7qWIayFu8oZQgQ"",""8QzSs8W34_PMvIuvvXxKKg"",""C0m8JV9YjQ6i1cCUojLLLg"",""pUYye7rGeGIX6zLxZx0U6A"",""DEFk299pEBqKgUgQ703V9g"",""ObSXluQeEYiOP9l9muFlGQ"",""nBE2yt4G59D-_3LAm3yRPQ"",""8SgjU2fID9VqKQooFt1DIQ"",""wdZisNu-lPe26XwXzD0s4A"",""QEpNF4Hag6_W9Stc-1Frvg"",""9PSb41SKnWbXOsXWMYxcVQ"",""CNaaizAUc2c4WIb1M3BBPw"",""sLIn9oBM0aw9q2R9G1oCew"",""rFeXxtCeAGtWNdDWEu9I2A"",""qibGLHABNReGeJr2w4_8yQ"",""bN9UQdyftA92BZAy_r3yAw"",""oazuTtSyKV6zrhbsgbdbUQ"",""woZhhAj9QrzMYBJ8M7uJFA"",""HXkZDS3vE4JxHjAXN1QI6Q"",""YcmtCs2XKvWU0dv1L4tenw"",""yqa2qWN6acpmDuDL3U61UA"",""nWh05uXTfV-L7s3iZon4Fg"",""aFSj36n-q5kE7GgCWs13SQ"",""_vy7K2Q9X8p7Jl1OkY_JOQ"",""Fu7IqriA3qHDbha2dxbYPQ"",""f_1bRw8RuK-zZAKuUMTqNw"",""135DbbQnr3BEkQbBzZ9T1A"",""6JehEvdoCvZPJ_XIxnzIIw"",""mmPr8xn8kp45BtZPP7BJ3g"",""kPgNVSxXnhkyWBkqTcW45g"",""WWWujmZ95y0a2RR5_kQ9sw"",""5Y5KbsI5buMcNh2hTFaRpA"",""ZnO2s-YyBycNOrhb1evlFg"",""r3ov7FgibBx41_W74I1KiA"",""98jnjxH7TOm4FJ-TdjxLQw"",""8nOAfr6VEl4r77W15RU4AQ"",""ZakXMnPmK6GESBS-zC_eAg"",""_CcD20J-KIWg6hRJmhtxEw""]","1241","Liz","1072","2554","rr5zzVWVu0u-P5P1rHIV-Q","2011-05-15"
"2.65","71","2","71","15","0","3","59","19","51","3","10","176","[]","18","[""8-MD6iBM9phQyGUiYfK3bw"",""zpwWpno3U-oZaG3AJuKqSQ"",""sa5zd7bwBQzajQB48Y9SUw"",""26r9hY9bx-D-RXxktc3XzA"",""1vMmzy_K5sdoK9P-mNFJXA"",""8LmOQogm-QRtSA-UL4z2zg"",""0ge1098FnaWkVQ2IQuXNbA"",""6TpL9wrPILNHHGNpaIS6vw"",""_ADnCcFfZrKuCUdv2SD-PA"",""61OmfKNMZoRXykgdKvBVYw"",""Gr-MqCunME2K_KmsAwjpTA"",""vX9KOuH9RUA4HXfA5C4bPw"",""iSC96O2NjQc3JExGUHQG0Q"",""aJ-eXDPePJ6ZsY-7kMBfVQ"",""_28ppFytgRQB_8s9NelfYQ"",""f1XbbdfPcBz7JeF1RzMG_A"",""w_OXUiqhP8hXZsBV77AMRg"",""fgkJ6KUlrmbKyLDQervxsw"",""njUgJcn8ZN0BdZdNEswRwA"",""qQ61hXIe8U8jPXBf4q81WA"",""LNPyE5X1K5B_flcTCH9StQ"",""wEkjn9ssDFKnWeoYHPvygg"",""l1iJezfdzT6jOBJVbAK-Kg"",""J_jGNgqni8qjMAtsImDsdQ"",""o-4ffJ8rxg-pfpk-j1fM4A"",""tH0uKD-vNwMoEc3Xk3Cbdg"",""i2GG027_zrb6GytWSyACSg"",""OLn8EvPsu4hNug8V5PF2jA"",""Lf_5Ov1DgNN6x9QrM1axzA"",""D2IUOetOVfjAkmohD_hsKg"",""ABZvOj11lI8dPSru8C2Jsw"",""WG3w_73scm_JUWJ_3Lgn0Q"",""yZpzRSK00hFeLNnwOf8R1g"",""b_9bJ2YjHbbvAob56f6U7A"",""n78PhLGZAiBiQIErPNMn2g"",""uG35h72BAMutvXAWdRpqCQ"",""Q7IoE5m2heQKThuVq3SYFA"",""jUZW1alRK8QvdZ-pH1OquQ"",""9eKk90OB9wKDacTDyYvFWg"",""R6eX08IXP4Vsw2Tbee3aGA"",""7nA9P6EukhTwZi67JB-UTg""]","245","Amanda","203","405","hulIBBzPsCaQDcoh_JgSBA","2012-02-12"
"3.33","0","0","0","0","0","0","0","0","2","0","1","0","[]","1","[""YM3amfkcgKsYVlYGYBYO6A"",""dEYMBRITJ9t2i9tkJ09XlA"",""7uOxjRC9lVRc8SEjHDHHMw"",""CJva3vicG4mx-wqSFEc4bQ"",""iIcV93pFoFl1U7F2JDKTXg"",""Q7Z2nf8pqv16MwVUHFRo9Q"",""zaQ3CFl3fuld4X4vZrpP9A"",""qewG3X2O4X6JKskxyyqFwQ"",""m5GwFq8We6qDnuP7_SyO7Q"",""f6IQkyARhvZO94VQkk_Bgw"",""ygOfpNfd5dou94lUcPb80Q"",""f8fvkiG1WDp72wspMueJQA"",""zulBnf95Ji1_LAcQKyhi8w"",""fIuo5WyNHrg1loQ2MdgGqg"",""UvY0E6Wuhv_0Bita52RPOw"",""3Apvsrrf4wJuG4NdwIfXwA"",""SdqFm27O3lfJ_QGAcfUABQ"",""JZsDEj8EnFppjzoAFKm-mQ""]","0","Deidre","13","1","HmnK4tXgx2rpXOdZP8-D6Q","2011-06-23"
"4.16","2","0","2","0","0","0","1","0","0","1","0","0","[]","2","[""unY-F7AsYkQDvILMpd3jPw"",""rKOVduk_kQpoIiom5lbBAQ"",""BFTxzvXftqqBFgfry1kBgw"",""7pi5q0cT60nBNwlHV0wLKQ"",""EH86x3-Te708C_vpwk9yfg"",""jdNV7yIEwlGweC5VbLMczQ"",""a6tV_mJRqbvxnW-YsdhqXQ"",""QTVZWasea-TvKtQXui-f-w"",""KRnGjMwpDPKzUL743a-pGg"",""U7NLhaVfOJrHb9XLsZbJnQ"",""D9patliQtlm646P_fyiCaw"",""S02AI8K7XaYZausCdQLOgQ"",""SEDoOjaq9vM4HGVEtj3Amw"",""SBnmBbp_2em6cdA7z0-duQ"",""kAoGGCSqKDD_p1FiBy3cYA"",""9ck-N3nebXNgRXYz4WxxUg"",""aSbnrqpX-CHr8nxHhaCHZw"",""rU_a-OjWJQt-UHp9lQ0g4g""]","1","Robert","49","0","E2Lo3QTELNjHFaGeeEOo3A","2008-03-12"
"3.76","72","0","72","19","2","3","29","29","60","4","22","415","[2013,2017,2016,2015,2014]","51","[""henDqMyd5F1K6jBnHTrYqQ"",""u-rO_1IR1d4xibcYHA4zTg"",""TAw9a920VeW1Jw892jvfqA"",""37cpUoM8hlkSQfReIEBd-Q"",""4LYFy4BZot6YrP3bKUsCTA"",""TiPH2ZwSX53uK7IvFSHVYg"",""dMnYoSI7Po3yxxcoz6ncRA"",""m1AUK8tI19tUT_N3DMkyIQ"",""L5uRYpL9arVGueEetKjmpw"",""RuYYtPAdhVjQ6u6GqmgZHw"",""K73tPv89_EWRs_oo8HBn7Q"",""8xev0Avovx_jp7LEw8JqvA"",""6s-g2vFu12OemhiK3FJuOQ"",""cMoQqT_j_FD1gO6EEZzOIg"",""jzqLpVkB1rg9AssLKm7lvw"",""cy1ikQMm1w3YCgl-Cy2dYA"",""AkIZlaQe7GUXttx_epYcfg"",""ysCBsXWPB-LAiewVS3jZfQ"",""E3hlRRMPzci7SDUTHHQDmg"",""x3133lbPRsll8t2lrZeApw"",""ITa3vh5ERI90G_WP4SmGUQ"",""USZx-55MA2-lG2hBu6PWJA"",""GxJrFBHdGhrEbD63uR_ksA"",""Wa82CbyQ18SdKJ-8RBXHJQ"",""dArzYnlZh0gBLjA6YkJeoQ"",""YttDgOC9AlM4HcAlDsbB2A"",""RZ4aZVjs-zkj60w8ofQYtw""]","316","Alan","626","460","lmJy4OwP_TyHIg8a8Q0RsA","2013-06-14"
"3.73","0","0","0","3","0","0","2","2","5","0","1","0","[2017]","7","[""djxnI8Ux8ZYQJhiOQkrRhA"",""ZW2VoOPwEFGEECXlVFGhLg"",""B2x3kEXXo8iUdtS9FhGO4A"",""hER-uaup29ICB3SXZ0q2KQ"",""lio-B2udehPA-xTXtHkZ4w"",""wZMS_PogmM77_9gpUtPL7g"",""y3FcL4bLy0eLlkb0SDPnBQ"",""xTimtxT3p1zKrtfP9JRuZA"",""St-BJl91Y8k1MUborKBRhA"",""DIqmYwkcPFcYnEpWvzXeOQ"",""PhUqhfyk3jdaS0Xb619RJQ"",""OPJ0TW8tt5UanY2_YpCgIQ"",""4oL4hvlxy0tkixo4EqjBpA"",""LTCxnnAQGaGZPHZx4KbvGA"",""NhgU7RhuYYFmpkb1jlYJ6Q"",""Jbd1x8jj3EgOkQMZ3RImKw"",""Uqe97PzejrqTfm4cH-HeAg"",""80qYPp6Fk_jmO3334DKGGg"",""i_DR3vdE73nVm2GlMbGpGA"",""XRSdeFZosqxyykWA1Ii3HA"",""q93KSB8PtxchdgcY17bH8Q"",""nk0gwDB9BtgBCoNb6VdYyA"",""jvJoMdqhiJvm6Q7JHDYbWA"",""ctXFXk9-m6PCMoI-Nz2_XQ"",""NZOTHK7fVn_4L966mk25EQ"",""W-EwUsoQvvKXt0lrfv0DCA"",""60hsRVLj-JTlZETg3JX9Sw""]","7","April-Anne","63","4","CrInIRBSZA7HERD_ZzZSdw","2013-05-10"
"3.81","0","0","0","0","0","0","1","0","0","0","1","28","[]","1","[""HE_4ftlI1YgKkIyYwMxA4A"",""pYgl9lPuKvU2YSO8yMeGbw"",""5XXg3gm8HGq7g7ZNe8X_kw"",""ZU8k9uvlvwnwMGvg_IalMQ"",""XYgc9orf8w3RjRMTw97lhg"",""mayfrqKhik8Dg8GZ_7YVqQ"",""nppqxjo_iX2MwGC-VA5JpA"",""x2V5gjSgC99DlTc4xjDDrQ"",""p8IDOaEADVMeV65GzHbqKQ"",""IzKc0jBJnmEbmOA9F5VyDA"",""Tdv7HZa4Hyjm-X0MtNmeag"",""D43OWyfzIQjL8feJpYh2SQ"",""rwxkFFEnnxhUMLiiJZDmNQ"",""IOQ0Y2wVK2qqX6efpNQRVA"",""YpYbVkzMzmy9eTiLMtObyA"",""-xDW3gYiYaoeVASXywTPgw"",""yqZ9M4w2lYrs_d0DhUgA7Q"",""NWsBgoeYTsj26HrSaefbLg"",""xq5ptjhPnK1386XBs2dOBw"",""8DEyKVyplnOcSKx39vatbg"",""oLqBoE1BTBNKkYyF9Y2P5g"",""IZmBU9pXJuiWCxCIH636ig"",""RymnQvRn8oaWV0oDXClYIg"",""Hi10sGSZNxQH3NLyWSZ1oA"",""00ONUdDiG5c7TcT4acp48g"",""L6v-nEAmyxTdT7_hbATh6g"",""GwHoE_fomeIuILCdHiRzvA"",""JcNSd3dXmIMVHP2CUpvMHA"",""-Ox7QPz0G56GOzT0ex-f5Q"",""v1KY9k-a8Bfxz9szI1be_Q"",""s51AI3yeDaZmx8NALVBJFw"",""u-JO-9TPVfWJEZe3s158lw"",""DCiyTabX3QaPaQFkFPzXLQ"",""OWHvL2-Hn4J54NsI8jNSug"",""PITLIwWvS7fMD9IV2YrcWQ"",""5_4Nf0DBSSSKZb3gRdujrA"",""2sa3On6r7psu1O0266XEuQ""]","1","Chris","133","27","ehAvwDt4Fpsz9KPordu5lA","2010-08-20"
"4.43","2","0","2","0","0","2","4","2","4","0","2","4","[2016,2017]","8","[""NfU0zDaTMEQ4-X9dbQWd9A"",""LYOvyedhKD3eqs4dJrp6yQ"",""vP85Nf2ts5iuCAfsgKSdiw"",""-xDW3gYiYaoeVASXywTPgw"",""JurdZVY9sBSeOCa4VI2OUQ"",""Hi10sGSZNxQH3NLyWSZ1oA"",""UAsI2nJeMLbavSRU42nT9A"",""rK2aGPWEU7UVwz_fqKE8mA"",""1fBZy5_5CgT9ZK-bpbizLw"",""io8VLV2on_qwnxsGczs3bg"",""u3ZPMVVEzneq8x856WksJQ"",""DZ44749Faw9RT9NbgHYz8A"",""8v1rpTH0d8YjjGWA892l1Q""]","6","Leslie","67","40","AeK4xAxubSGwqo7iUBgXMg","2011-05-01"
"3.57","1","0","1","1","0","1","7","0","5","1","6","5","[2017,2016,2015]","5","[""NfU0zDaTMEQ4-X9dbQWd9A"",""GGTF7hnQi6D5W77_qiKlqg"",""09jpZrKD_j0SG9WPBDSJQg"",""cp-rWPVqlGyuroPKoBefYQ"",""6VnttIA0M92-d78bd-szwg"",""hHOsJjdR1R4rzB08Divfvw"",""-qvT_R8tMwqx1FYsi4BkfQ"",""nF2TR0yfB2tx3VzAMvdlgQ"",""_QxeWevmEqXRTuplCDoP9g"",""Rqyopl4UX2Yuksn97yR2PQ"",""t-nB38eHbeFuabXBdJMwvg"",""NJqmAzerpbAIC0-VBclwgA"",""4s_zxWFUqW6-TKYMPYUOiQ"",""7ggmbs6tfeoGuKU0FYJBqQ"",""UaQtsDLiDbwoAWT_dyza2A"",""KgQnRvsPSrJJTOCp-reYZA"",""2YnkEbMQtm3cOxIvzq4uUA"",""9hDFwspnyvfvhpzL7D5kqw"",""mJ18uUnkCBg0ZNLJy1ir4A"",""pg2soiiAWSvenWac41oG8Q"",""mdmFPUq98OtP8BQ4fCs8wA"",""u3ZPMVVEzneq8x856WksJQ"",""YTu0c-1I9ECeksIgoHXFPA"",""VLy6l8L72adD7iTBNqiPXw""]","29","Tammy Jo","124","328","ITf8PiWzmTzcZu3kRWEoGg","2014-02-03"
"3.92","2","0","2","3","0","4","3","1","6","0","5","2","[2014,2017,2015,2016]","12","[""RiW5gqBzM97uSqhQA0p0Ow"",""GGTF7hnQi6D5W77_qiKlqg"",""R_wlZO-jKFGEVJnSfWISqQ"",""37FUZQAVQNT99CjxX3-hYQ"",""E43QxgV87Ij6KxMCHcijKw"",""8WeVup-t03ANqNWpWGRITg"",""XWJE9On4EUI_chRtv_RIeg"",""QYobbHEmhLGuS6QDqVRTLw"",""CjHWRUKXhhley9N9NLS07Q"",""pInF8FmKgca-OKKr02SvjA"",""6WdxUn95dt_z-63FDvTh1g""]","0","Hania","196","18","vW1kHIcXk8ZWIlkXj9qKIg","2013-09-28"
"3.52","19","2","19","8","0","2","11","3","12","4","6","7","[2014,2015,2016]","11","[""9zEKnW2djJ3eWUhgSI_p2Q"",""zpwWpno3U-oZaG3AJuKqSQ"",""whUnaU0ppxWitmZ-iPUVuw"",""HUX1p0y71x_j-5VWz4tB0w"",""WwcW_cvu3QPLjzO-QmGv8g"",""Vqgtngey014F0bqj71q0aw"",""7YazTTuWmUOp2dEvSqLEuQ"",""0o8HUzggoNKay9-ZMj3HqQ"",""GWs9J6lIUqrySTxl6uXO0A"",""Cu3OWgwZ8BoBWxRvljrqmA"",""zpnDr3EBaVU8QPNHE3eDbg"",""09OkjZhtvaAg988dnH2lcQ"",""MeDuKsZcnI3IU2g7OlV-hQ"",""hpw7UrWf51aaWKbaGGJ2hA"",""yZpzRSK00hFeLNnwOf8R1g"",""CB3_wA0b4iMzfoRbc9WWxg"",""uG35h72BAMutvXAWdRpqCQ"",""XBM9nybMzn0MdxDGkjpouQ"",""L15JCA18Ib_vMUVJILxiSw"",""WPe2n-x6xBNy2GIC5LcpdA"",""1JEXL5K6VTx01tAs6Jskkg"",""tJEOsF118iN8iHywFCse0g"",""OLn8EvPsu4hNug8V5PF2jA"",""uws_JvyfFonO4f6uu7cf-A"",""oG9VFtr_ye8v2tDnS3NOYw"",""teA312LX3JJ9oNrYlcySmA"",""v8QVTSPCW1LBzE_j_jT7YQ"",""-6Ju9dLhf5ce2B7TuZYg4Q"",""wZMS_PogmM77_9gpUtPL7g"",""wM9RFY6H9MQQYfSUzdsIkQ"",""omzK_8C8RdZoulHbC8t3Ug"",""SvkOt67Q4pOw2oviK_13og"",""_Q7yi_5LzFIb1ny2hpfyYg"",""bzU8Cl6B9nqV1i5NReobvw"",""_wWlaDeQ_zPhO8_n1KToJQ"",""U4INQZOPSUaj8hMjLlZ3KA"",""gtwM4ijo65AN4DvXdgCu_w"",""q9jCDNZDRUYl2Pwlgxocig"",""jJDEwznWHQIaT4Z0lIFl5A"",""jbGIMoecQm9zG8Ppmx-Y-Q"",""m2vjSXdfs19kNnqUUpAmOQ""]","38","Erika","139","56","LZ6IVvfitr_eFGxaFmND-A","2012-09-26"
"3.92","25","0","25","8","4","14","26","3","20","4","11","16","[2006]","44","[""Bf87HcPERF9yiSjb2tQBqw"",""cth0NPkBES5a5p1D-5dybQ"",""iIx5jkLjCA-8ujObEHOHIQ"",""gjhzKWsqCIrpEd9pevbKZw"",""Xj0O2l0bp633ebmG468aZw"",""lufa4bHQd3XLYQE1zXis0g"",""1h_UV-EwzmqZIB8uErf8ow"",""jPDf-2aTnIPm8jDMJ4I8MA"",""5cd9IdAV9Dce3BdRDh9qCQ"",""cDAdfpWUkpP9BB_aW4qjbA"",""QgPGXQqSwxhEAY5zUq3aCg"",""h7cX02YMLzyobfZ7E-mg-Q"",""G9Vb6yQ047TC3O_-GG4WZA"",""nkN_do3fJ9xekchVC-v68A"",""VHdY6oG2JPVNjihWhOooAQ"",""gKGEyyjBASJ_rDMZT7XuUQ"",""GdKohftDXeLAUqqDx_lo4A"",""9jZAXnAaulEC40wtEZK6Fw"",""53bZ_EsXH71L7iFs5MP9_w"",""NkVYcoaThHjOfTTgq6OdHQ"",""KVmhGRWJjWouy45gebVzLw""]","12","Andrew","561","8","06xIElWq6CAvmtk1xHJWNA","2006-01-09"
"4.12","1","1","1","1","0","1","3","3","1","0","0","15","[2016,2017]","9","[""UGTQum1peLSeOZr08LERbA"",""GGTF7hnQi6D5W77_qiKlqg"",""uT-yzDkY79szXYNWk7zDzQ"",""R_wlZO-jKFGEVJnSfWISqQ"",""wcubg4QbsWBhc5bjlkCdDw"",""6WdxUn95dt_z-63FDvTh1g"",""jaVZ1pbPtg0pjndbKrDggg"",""x8e1Cc1lh835Q1CpHAD0RQ"",""_-gnSzjvS0lAwuvpUdJoyA"",""P14bqC_Ynbp8O3tLePRKSw"",""dGUOe2TBchiGvU1BNkmTog"",""sXccOuVx25toGWS86hS4XA"",""tHVaQJWxIkMO0DamWIuJzQ"",""azpZPrb02xWYI_S0MYfIGA"",""YZZaaZGdZ08L1h3XWPrwJw"",""E43QxgV87Ij6KxMCHcijKw"",""ovFBhEt28yMjW6hBBHp_gA"",""SBi0TYUSIrct8WSTyK6DFg"",""M1iMJ-j8utBDWNgpTfqBzA"",""C5QsUsQg5I3dMdLM02SXGA"",""oIxsWOWytMmV4bf_ffo01w"",""n8botb5NH8k3hAakNro2fA"",""yiKkxcuQdB04PVUW7OgtNw"",""xdW2zehpCYsdXCLnbYABeg"",""r-zUIQPaHzvIyL93wQaoiQ"",""nvHJFFr5R74ug5NOh2VDPg""]","3","Court","90","28","uaeU6FBaY5by7V1Cj_2RpQ","2014-01-24"
"4.16","31","1","31","16","2","3","16","2","14","1","16","143","[2009,2010,2017,2016,2015,2008,2011]","27","[""kDulcSOZ3VUEPeZBSZ2LpQ"",""E_GAXhVA1_lVC2aFpMQElA"",""nR3hzni4OL96vnEcR_frYg"",""sBswn4u5KkmMyWVCV8mTrA"",""Jy7BwojX8fRcq14_Lmigcg"",""OfdX0DGrAET9jqn_7gkXww"",""I1dsYp7C57d4p8FkrwQ2nw"",""siSrMiAD_xaGUT9xATTZKw"",""UsmTxWbobLsI6WR1Db0W7A"",""sV8rSsJaVO4b-LhI_IIjFQ"",""AyYKTOCL5qM8589oBsqbfA"",""cFaHx-FkCnzdfF8BccukIg"",""6rvaULevZEp2OM_b7cxFeg"",""fMXZ0zmvC-PbyJMvSyIvSw"",""Agbv8YDkOE7V_ZfJseLVOA"",""YttDgOC9AlM4HcAlDsbB2A"",""NVei24-9k5GIZNRR1xGcRQ"",""MIKByQgLWgXNU_26CX1Acw"",""EpAkqFJLjztmlAscrTfh_Q"",""5ECtmLzrurE0RcNpmTwXaA"",""1T-N4ko8XZr9Ggm-qFtQzw"",""A1YCqcUzPgTgfx9yIukAsw"",""S5PjcgOoIZ67aeV1tRoLTw"",""TAYjT8R6M0aJ3O5Da0zgKA"",""QNb1ffvoWAJIdF0hF5B5DA"",""5dUS23kFFsIifaLUC6GsuA""]","177","Ian","734","403","86Oe8OA4QG2bGcsFek_C4A","2008-03-09"
"2.53","0","0","0","0","0","0","0","0","0","0","0","0","[]","1","[""oN-Zxi-eNtMX_ySTwPSXzQ"",""Wc9LZWyaaGcKDr7NrjmCsw"",""a3Mgqa-ETDtKMPVprY7Ftg"",""m2M3-z97vzWUJXHCD1uvow"",""Yl4UogFdkUl4ydZswG0PaA"",""_3q2D011aGk3aVJpCP4nKw"",""al7Cd_tI73mypEYHvDtcBQ"",""68LMsTYCcg0n2LzmfX38Mg"",""LyBf7aBNkIxo8oXhQhmLUA"",""cm7dZndZG_bcRg6xrkQ2DQ"",""hb2Ixhs_8AlDmvQwNSTFbw"",""l6JKY6PUW93HQ72pTwNu1w"",""16Ka1USOKL2icdPEF-szmA"",""VRtnWEeHcDnyoNWpMZ9HiA"",""XuDn5F-VxBklzsL1-ZQhVg"",""kt4nPuL4BmV6W6_MGjpaJw"",""EVluxufybVB5bbzoOoMoxA"",""fnuRvhm9WHjEF9qIIMn0Wg"",""YbHEtHdRoOSmhHrPtqb6HQ"",""oG7p73YDBpxQkIzCFtBS2Q"",""FXPzw4_Cc_9BfZLlFSbmCA"",""xIVgzGK5X-CJ48AEnsTwLg"",""D1fvpPcMBmx7CbJjyHYpow"",""IhY66GZIeA9jTjwPRVhpLQ"",""Q1MSqlemsO43eKL_gjiAFA"",""ejp_hsI7DKF-fF_jZji9lw"",""S1_V6ayPXa-aP4Uivz9Z7A"",""4ECIXWllFTxtJaj1cKOZWw"",""wMBV9-km-9oYT1ozmyO8PQ"",""cIojhrEZgDLVSAgVgu-cKw"",""AYESvJ2yiikh6pMmfv3qIA"",""8g-IA2xZoWkt2Ui4ThQ90g"",""cuABmoBf7KCO_VUWgZOZdg"",""EpHrP9gjhjrTJLvhu4qe5A""]","0","Summer-Joy","17","0","b9ncqgPDrh9pZQ3n-IfW7Q","2015-07-14"
